Compania,Seccion_CIIU,Clasificacion_Tamaño,Año,Razon_Liquidez,Prueba_Acida,Razon_Efectivo,Deuda_Activos_pct,Deuda_Capital_pct,Deuda_Neta_EBITDA,ZScore_Altman,ROA_pct,ROE_pct,Margen_Operacional_pct,Margen_Neto_pct,Margen_EBITDA_pct,Activos_Totales,Pasivos_Totales,Patrimonio_Total,Ingresos_Operativos,Utilidad_Neta,EBIT,Capital_Trabajo,Contrib_X1_2021,Contrib_X2_2021,Contrib_X3_2021,Contrib_X4_2021,Zona_ZScore,Cluster_Label,Contrib_X1_2022,Contrib_X2_2022,Contrib_X3_2022,Contrib_X4_2022,Contrib_X1_2023,Contrib_X2_2023,Contrib_X3_2023,Contrib_X4_2023,Contrib_X1_2024,Contrib_X2_2024,Contrib_X3_2024,Contrib_X4_2024
Vibrantz Colombia S.A.S.,C – Industria manufacturera,Grande,2023,4.4600,2.6000,0.1300,0.4900,0.6100,-0.0900,10.4700,5.3000,6.5700,9.4600,4.3000,14.1700,208741.2000,40392.9600,168348.2400,272634.9600,11060.7400,24306.2700,113569.0700,,,,,Zona Segura,Alto desempeño,,,,,3.5691,1.7669,0.7825,4.3762,,,,
Otacc S.A.S.,F – Construcción,Grande,2023,3.5300,2.8700,1.2300,0.0000,0.0000,-2.2300,10.0000,9.2300,11.9800,6.9100,5.8900,7.2800,119053.3400,27331.9800,91721.3600,188025.1100,10988.7100,12885.6000,62093.3500,,,,,Zona Segura,Alto desempeño,,,,,3.4214,2.0416,0.7273,3.5236,,,,
Asisfarma S.A.S.,G – Comercio al por mayor y menor,Grande,2023,1.2600,1.1400,0.0400,1.4400,6.1400,-0.2100,2.3000,3.5200,15.0300,4.1200,2.5600,4.7500,143709.0000,110014.0000,33695.8500,197938.0000,5064.5500,8162.6100,29000.1900,,,,,Zona Alerta,Perfil moderado,,,,,1.3238,0.2706,0.3817,0.3216,,,,
Lamitech S.A.S.,P – Educación,Grande,2023,1.8500,0.8500,0.1300,21.4100,39.9800,5.0100,2.9400,0.0200,0.0400,0.6500,0.0300,4.2500,286992.1400,133289.4200,153702.7200,252840.3400,63.7400,1605.7600,56375.8600,,,,,Zona Segura,Perfil moderado,,,,,1.2886,0.4580,0.0376,1.2108,,,,
Sgs Colombia S.A.S,N – Actividades de servicios administrativos,Grande,2023,1.3400,1.2800,0.0900,14.0200,22.4700,2.1200,3.4500,5.7900,9.2800,1.9700,9.6400,9.3800,342701.9500,128910.5900,213791.3600,211898.6500,19849.0500,4062.0800,27107.7500,,,,,Zona Segura,Perfil moderado,,,,,0.5189,0.7654,0.0797,1.7414,,,,
Astellas Farma Colombia S A S,G – Comercio al por mayor y menor,Grande,2023,2.2100,1.7200,1.0400,1.6000,10.8400,13.5200,3.2300,-3.7300,-25.3100,-6.9500,-6.5200,-5.6600,419801.7200,357921.5500,61880.1700,240100.3900,-15664.4300,-16676.0200,219974.2300,,,,,Zona Segura,Perfil moderado,,,,,3.4374,-0.1002,-0.2669,0.1815,,,,
Ceramica San Lorenzo Industrial de Colombia S.A.S.,C – Industria manufacturera,Grande,2023,1.9500,1.1600,0.1000,1.6600,2.0200,0.0100,8.3500,13.1000,15.9700,17.8200,17.5700,21.4800,371191.1700,66703.1600,304488.0100,299941.4200,48635.6200,49335.2500,53440.1400,,,,,Zona Segura,Alto desempeño,,,,,0.9444,1.5781,0.8932,4.7931,,,,
Top Drilling Company Sucursal Colombia,B – Explotación de minas y canteras,Grande,2023,1.9500,1.5100,0.0100,1.8200,2.7200,0.0500,6.1500,15.4600,23.1600,27.8700,15.3600,34.2400,271859.5900,90438.0100,181421.5800,274458.0700,42022.0200,76258.4000,55585.9300,,,,,Zona Segura,Alto desempeño,,,,,1.3413,1.1602,1.8850,2.1063,,,,
Amcor Flexibles Cali S.A.S.,C – Industria manufacturera,Grande,2023,2.1800,1.6200,0.3200,0.0000,0.0000,-0.8600,4.1400,3.7100,8.1400,6.8800,3.2900,10.2000,217276.8900,118273.2600,99003.6300,250512.8300,8060.7200,16875.1200,79377.4900,,,,,Zona Segura,Perfil moderado,,,,,2.3966,0.4336,0.5219,0.8789,,,,
Tis Productions Colombia S.A.S,J – Información y comunicaciones,Grande,2023,1.1700,1.1700,0.3700,0.0000,0.0000,-0.3200,2.8200,8.6800,16.3000,13.4100,6.8800,30.8800,132451.7500,61873.5000,70578.2500,170921.7300,11500.4900,22420.1100,7559.3600,,,,,Zona Segura,Alto desempeño,,,,,0.3744,0.2997,1.1375,1.1977,,,,
Supermercado La Gran Colombia S.A.,C – Industria manufacturera,Grande,2023,0.8900,0.3300,0.1200,39.2300,145.2400,2.4900,0.4900,3.4100,12.6300,3.5800,1.3600,5.3800,100849.1600,73606.1100,27243.0500,253841.8500,3442.0100,9071.2500,-5531.3900,,,,,Zona Quiebra,Perfil moderado,,,,,-0.3598,0.2150,0.6045,0.3886,,,,
Fundacion Hospital San Pedro,Q – Salud y servicios sociales,Grande,2023,2.5600,2.4300,0.0600,0.2900,0.3800,-0.0700,8.0700,1.0100,1.3300,-1.6800,1.6000,22.5500,318982.0000,77981.9200,241000.0000,200311.0000,3213.6900,-3372.0000,114780.4100,,,,,Zona Segura,Alto desempeño,,,,,2.3605,2.3962,-0.0710,3.2450,,,,
Rodriguez Franco y Cia S C S Organizacion Nacional de Comercio Onl y,I – Alojamiento y gastronomía,Grande,2023,1.0000,0.5400,0.3500,0.0000,0.0000,-4.7900,0.9300,1.8700,4.5300,2.2600,1.0400,2.3800,136474.7200,80194.4500,56280.2700,247683.7300,2547.8800,5559.7400,-380.8800,,,,,Zona Quiebra,Perfil moderado,,,,,-0.0183,0.0023,0.2738,0.7369,,,,
Casa Editorial El Tiempo S A,J – Información y comunicaciones,Grande,2023,0.8900,0.7200,0.0400,16.7400,34.7400,-7.3400,-0.3200,-6.1800,-12.8200,-4.7000,-5.9700,-1.9800,257715.5500,133550.2100,124165.3400,272528.9000,-15914.5200,-12518.9000,-11778.7800,,,,,Zona Quiebra,Perfil moderado,,,,,-0.2998,-0.5969,-0.3264,0.9762,,,,
Temporal Sas,N – Actividades de servicios administrativos,Grande,2023,1.3800,1.3800,0.0500,31.6100,164.6400,1.6000,2.6900,3.5100,18.2700,3.1600,0.6700,3.3800,43881.3500,35455.4000,8425.9500,234188.0200,1539.4300,7289.3800,10250.8800,,,,,Zona Segura,Perfil moderado,,,,,1.5324,0.5265,1.1163,0.2495,,,,
Stihl S.A.S,G – Comercio al por mayor y menor,Grande,2023,1.5200,0.6700,0.1000,25.6800,69.3500,47.9300,2.9600,-1.4000,-3.7700,-0.2700,-0.6100,0.1800,110639.6800,69676.1000,40963.5800,245286.8600,-1545.7300,-688.3900,35163.5000,,,,,Zona Segura,Perfil moderado,,,,,2.0849,0.2962,-0.0418,0.6173,,,,
Estyma Estudios y Manejos Sociedad Anonima,F – Construcción,Grande,2023,2.0600,1.5900,0.3500,41.5700,188.3500,3.7700,1.6100,-6.8200,-30.9000,0.3700,-5.4100,6.8600,191370.9700,149138.4500,42232.5300,241207.7000,-13048.8500,885.6800,52329.6500,,,,,Zona Alerta,Perfil moderado,,,,,1.7938,-0.0274,0.0311,0.2973,,,,
Molino El Lobo S A,C – Industria manufacturera,Grande,2023,3.7100,1.8700,0.5100,0.2400,0.2900,-0.1900,12.1800,20.7900,25.3200,15.0200,7.7900,15.5900,113763.8800,20332.5500,93431.3300,305431.8300,23652.5000,45622.5300,48606.2800,,,,,Zona Segura,Alto desempeño,,,,,2.8028,2.3896,2.6949,4.8249,,,,
C. Y P. Del R. S.A,C – Industria manufacturera,Grande,2023,1.1600,1.0100,0.2400,49.3800,158.5600,3.3100,1.9600,3.7500,12.0500,10.4700,4.2400,13.7400,240042.5900,165290.2700,74752.3200,213455.4300,9008.5800,22235.1700,14366.9400,,,,,Zona Alerta,Perfil moderado,,,,,0.3926,0.7441,0.6225,0.4749,,,,
Colombiana de Bitumen S.A.S.,C – Industria manufacturera,Grande,2023,1.0600,0.7200,0.1400,56.2200,210.8300,3.6200,0.5800,-1.5000,-5.6300,3.0800,-0.4600,4.0200,83858.4600,61498.1000,22360.3700,278698.1900,-1259.1000,8470.1000,2980.1000,,,,,Zona Alerta,Perfil moderado,,,,,0.2331,0.0522,0.6788,0.3818,,,,
Promioriente S.A. E.S.P,H – Transporte y almacenamiento,Grande,2023,2.6000,2.5300,0.4000,23.9800,37.6000,0.6100,5.6200,22.9000,35.9100,104.9600,73.7800,110.9300,794910.3100,287994.4500,506915.8700,322587.6200,182028.6100,258950.7900,93759.5000,,,,,Zona Segura,Alto desempeño,,,,,0.7738,0.8479,2.1891,1.8482,,,,
Mitsubishi Electric de Colombia Limitada,F – Construcción,Grande,2023,1.8900,1.1800,0.9100,5.7900,8.6000,-1.7100,4.2400,2.6600,3.9500,13.3100,4.0800,15.0900,335073.4000,109662.8400,225410.5500,221015.2400,8902.3600,29013.6000,74315.2700,,,,,Zona Segura,Alto desempeño,,,,,1.4549,0.2153,0.5819,2.1583,,,,
Ciplas S.A.S.,C – Industria manufacturera,Grande,2023,1.4700,1.0900,0.1500,13.3600,34.9000,0.5300,2.9000,1.1100,2.9100,2.4500,0.5000,4.1500,99621.4800,61480.9600,38140.5200,225983.4900,1109.5700,5400.0200,25679.3100,,,,,Zona Segura,Perfil moderado,,,,,1.6910,0.3935,0.3643,0.6514,,,,
Humax Pharmaceutical S.A.,C – Industria manufacturera,Grande,2023,3.4200,2.4200,0.1200,1.1600,1.6000,-1.9300,7.6800,2.0800,2.8700,0.4600,2.4600,1.1200,266781.8600,73109.8200,193672.0400,227868.4600,5551.3300,1039.4800,165695.7000,,,,,Zona Segura,Alto desempeño,,,,,4.0744,0.6166,0.0262,2.7815,,,,
Electrolux S.A.,G – Comercio al por mayor y menor,Grande,2023,1.0400,0.6800,0.1400,46.8400,495.5600,5.7700,0.5100,-0.5600,-5.9400,2.9000,-0.3600,3.8300,127646.2500,115581.9000,12064.3500,198928.0500,-716.7500,5765.7000,4904.1400,,,,,Zona Quiebra,Perfil moderado,,,,,0.2520,0.0685,0.3035,0.1096,,,,
C.I. Hermeco S.A.,C – Industria manufacturera,Grande,2023,1.0200,0.4400,0.0700,30.6600,221.2900,1.1800,0.4900,0.7700,5.5400,7.1000,0.5100,14.4200,168935.7200,145532.0100,23403.7100,254882.2100,1297.6100,18102.2100,2175.5800,,,,,Zona Alerta,Perfil moderado,,,,,0.0845,0.1594,0.7201,0.1689,,,,
Stuttgart S.A.S,G – Comercio al por mayor y menor,Grande,2023,1.1300,0.3000,0.0800,72.9300,489.2900,8.7000,1.2700,0.4500,3.0300,4.0900,0.2900,4.8200,114179.9100,97160.2700,17019.6400,183075.6700,515.8400,7331.1900,12202.4700,,,,,Zona Alerta,Perfil moderado,,,,,0.7011,0.3146,0.4315,0.1839,,,,
In Bond Gema S A S,G – Comercio al por mayor y menor,Grande,2023,0.4400,0.1100,0.0500,42.1400,1086.9400,2.5600,-2.1000,-1.1600,-29.9400,2.3000,-1.2900,17.2100,251556.2200,241803.1800,9753.0400,225339.7400,-2920.3500,5200.9600,-66551.1200,,,,,Zona Quiebra,Perfil moderado,,,,,-1.7355,-0.3074,0.1389,0.0424,,,,
Alcotra Colombia S.A.S.,G – Comercio al por mayor y menor,Grande,2023,1.0900,0.5300,0.0700,0.0400,0.4600,-0.4800,1.7400,7.7300,99.1600,3.8100,2.2300,3.8200,69550.2500,64125.9700,5424.2800,241368.8200,5378.5600,9196.7400,5649.4800,,,,,Zona Alerta,Perfil moderado,,,,,0.5329,0.2472,0.8886,0.0888,,,,
Multialambres S.A.S.,G – Comercio al por mayor y menor,Grande,2023,1.2300,0.3800,0.0200,26.3000,52.0600,14.9100,1.2800,-5.0600,-10.0100,0.0100,-3.0200,1.0200,154076.4800,76243.7900,77832.6900,258070.3300,-7789.4700,15.8700,15953.9800,,,,,Zona Alerta,Perfil moderado,,,,,0.6793,-0.1356,0.0007,1.0719,,,,
Synlab Colombia S.A.S.,Q – Salud y servicios sociales,Grande,2023,1.2700,1.2100,0.2200,15.9100,36.7900,0.2100,2.6800,-0.1200,-0.2800,0.8900,-0.0800,10.9200,150272.0000,85300.1400,64972.2500,227582.0000,-181.2900,2016.8300,23232.8400,,,,,Zona Alerta,Perfil moderado,,,,,1.0142,0.6744,0.0902,0.7998,,,,
Gestion y Operacion de la Costa S.A.S.,M – Actividades profesionales y científicas,Grande,2023,0.2300,0.2300,0.0800,0.0000,0.0000,-0.2400,-0.3900,9.5200,22.8600,4.1400,2.4700,4.1500,61036.7300,35598.0900,25438.6400,235473.6300,5814.0200,9750.5700,-23658.3100,,,,,Zona Quiebra,Perfil moderado,,,,,-2.5427,0.3105,1.0735,0.7503,,,,
Grupo Alimentario del Atlantico S.A. Gralco S.A.,C – Industria manufacturera,Grande,2023,1.5500,0.8200,0.2500,40.6400,195.1600,-15.0900,1.5800,-6.5200,-31.3100,-2.6000,-4.1300,-1.2500,154932.0900,122666.3100,32265.7800,244872.3000,-10103.4100,-6370.6500,36680.3100,,,,,Zona Alerta,Perfil moderado,,,,,1.5531,0.0296,-0.2763,0.2762,,,,
Plasticos Especiales S.A.S.,C – Industria manufacturera,Grande,2023,0.9700,0.6700,0.0100,24.0700,66.9000,2.4400,1.5200,1.5300,4.2500,8.3500,1.7600,11.2400,269049.4700,172238.7100,96810.7600,228930.9700,4117.9900,19566.5000,-3851.9400,,,,,Zona Alerta,Perfil moderado,,,,,-0.0939,0.8308,0.4887,0.5902,,,,
Farmart Ltda,G – Comercio al por mayor y menor,Grande,2023,1.1600,1.0100,0.0200,11.5300,35.2800,0.3300,2.6000,20.8800,63.9000,11.6400,9.8400,14.2100,81523.5700,54886.5900,26636.9800,172915.0000,17021.0700,20130.0300,8578.4700,,,,,Zona Segura,Perfil moderado,,,,,0.6903,0.0000,1.6593,0.5096,,,,
Epson Colombia Ltda,G – Comercio al por mayor y menor,Grande,2023,1.9200,0.7000,0.1200,0.4100,-12.7000,-0.2500,4.3700,10.5200,-323.2400,13.0200,6.1100,13.6100,122725.6000,126721.8100,-3996.2100,232337.3400,12917.4700,27526.0500,57293.6900,,,,,Zona Segura,Perfil moderado,,,,,3.0625,-0.1078,1.5072,-0.0331,,,,
Industria de Alimentos Zenu S.A.S.,C – Industria manufacturera,Grande,2023,2.0900,1.6900,0.0100,12.1400,19.9400,0.7900,3.5700,8.1500,13.3900,28.1600,19.6500,36.9200,329318.1700,128790.6100,200527.5600,236166.4900,26852.2600,38485.3400,45292.8000,,,,,Zona Segura,Alto desempeño,,,,,0.9022,0.2586,0.7853,1.6349,,,,
Lactalis Colombia S.A.S,C – Industria manufacturera,Grande,2023,2.5700,2.3000,0.5300,1.8000,2.7900,1.1200,-1.1700,-32.1800,-49.7700,-11.5800,-22.1400,-9.6900,187774.2100,66380.6600,121393.5500,275726.9900,-60419.8100,-31598.7100,97367.9500,,,,,Zona Quiebra,Perfil moderado,,,,,3.4016,-4.3429,-1.1308,1.9202,,,,
Laboratorios Legrand S A,C – Industria manufacturera,Grande,2023,3.0400,1.9000,0.4200,12.7900,20.6000,0.0300,8.5200,22.7000,36.5600,36.0300,22.6000,37.0000,220128.7300,83427.7000,136701.0400,221679.8400,49973.6100,79685.4100,125801.1000,,,,,Zona Segura,Alto desempeño,,,,,3.7490,0.7401,2.4326,1.7205,,,,
Almotores S.A.S.,G – Comercio al por mayor y menor,Grande,2023,1.5600,0.6800,0.0700,46.8800,132.5700,4.7000,2.9400,3.2600,9.2300,2.8200,1.0600,2.9700,49760.3500,32161.7000,17598.6500,157384.5200,1624.0200,4331.9400,14380.5200,,,,,Zona Segura,Perfil moderado,,,,,1.8958,0.1064,0.5850,0.5746,,,,
Clinica Uros S.A.S.,Q – Salud y servicios sociales,Grande,2023,1.4000,1.3400,0.0000,1.0600,2.3000,0.0700,3.8100,2.2300,4.8400,22.6500,3.5200,24.2200,319866.0000,172522.0000,147344.0000,202417.0000,7127.7800,45845.8900,69164.1700,,,,,Zona Segura,Alto desempeño,,,,,1.4185,1.3441,0.9632,0.8968,,,,
Avicola El Guamito S.A.S.,A – Agricultura y ganadería,Grande,2023,1.5600,1.1500,0.3700,8.1600,15.6100,-0.0600,5.7700,20.8500,39.8700,15.1100,9.9800,18.1000,128507.4500,61291.5700,67215.8800,270210.1400,26799.2900,40566.1400,20256.8500,,,,,Zona Segura,Alto desempeño,,,,,1.0341,1.4588,2.1213,1.1515,,,,
Laboratorios Ecar S.A.,C – Industria manufacturera,Grande,2023,1.7800,1.0600,0.0500,30.5400,62.9500,2.3500,2.6400,2.7500,5.6700,11.8800,3.6600,16.5800,239369.7100,123245.0200,116124.6900,181843.2300,6584.7000,21371.2700,46816.8100,,,,,Zona Segura,Perfil moderado,,,,,1.2830,0.0839,0.6000,0.9893,,,,
Aris Mining Marmato S.A.S.,B – Explotación de minas y canteras,Grande,2023,2.5400,1.9900,1.0600,0.0000,0.0000,3.9700,8.1500,-3.2300,-3.6900,-13.3200,-11.4400,-10.4000,683074.4800,85688.9600,597385.5200,189256.5600,-22066.8500,-25683.5200,115069.9700,,,,,Zona Segura,Perfil moderado,,,,,1.1051,-0.0345,-0.2527,7.3201,,,,
Amazon Web Services Colombia S A S,M – Actividades profesionales y científicas,Grande,2023,3.3400,3.3400,2.2100,0.0000,0.0000,18.8900,5.3800,-5.2600,-6.9100,-7.9600,-4.5200,-2.1100,185597.9500,44292.1300,141305.8200,217038.0800,-9758.7100,-17195.2400,91266.0000,,,,,Zona Segura,Perfil moderado,,,,,3.2258,-0.6186,-0.6226,3.3498,,,,
Disenos y Construcciones S.A.S (Bucaramanga),F – Construcción,Grande,2023,2.7900,1.8500,0.5500,29.6100,133.7600,1.8600,4.2200,0.6800,3.0600,4.1900,0.4500,4.7500,172692.8700,134461.4400,38231.4400,262312.8000,1171.2500,10921.8500,91637.0100,,,,,Zona Segura,Perfil moderado,,,,,3.4810,0.3207,0.4250,0.2985,,,,
Zte Corporation Sucursal Colombia,G – Comercio al por mayor y menor,Grande,2023,1.2200,0.7600,0.0800,0.0000,0.0000,-1.7300,0.6100,6.7600,-45.2600,3.2700,6.6300,3.3200,185598.5800,213302.8000,-27704.2300,189801.0000,12539.8100,6188.2100,31830.0100,,,,,Zona Quiebra,Perfil moderado,,,,,1.1250,-1.1978,0.2241,-0.1364,,,,
Valentech Pharma Colombia Sas,G – Comercio al por mayor y menor,Grande,2023,1.3400,0.9000,0.2100,0.0200,0.0800,-0.7500,4.4700,17.5800,75.2400,11.2600,9.7400,11.2900,100120.9000,76724.4700,23396.4300,181040.8100,17602.6200,20340.4100,25076.2900,,,,,Zona Segura,Perfil moderado,,,,,1.6430,0.6305,1.3652,0.3202,,,,
Dropopular S.A.S,G – Comercio al por mayor y menor,Grande,2023,1.9800,0.6000,0.1400,11.4000,23.5200,0.5500,3.8800,0.0100,0.0100,6.3100,0.0000,6.7700,136504.5500,70357.7200,66146.8300,204417.3300,9.1700,12817.7600,54913.3000,,,,,Zona Segura,Perfil moderado,,,,,2.6390,0.2458,0.6310,0.9872,,,,
Alborautos S.A.S.,G – Comercio al por mayor y menor,Grande,2023,1.8100,0.9600,0.2700,14.6900,25.1100,0.2400,4.3400,6.6700,11.4000,8.2100,2.8800,8.4200,107096.2500,44452.8000,62643.4400,248489.9200,7142.3600,20344.5800,32881.2400,,,,,Zona Segura,Perfil moderado,,,,,2.0141,0.2174,1.2766,1.4797,,,,
Corporacion Para Estudios En Salud Clinica Ces,Q – Salud y servicios sociales,Grande,2023,2.5200,2.4500,0.1100,4.2600,5.1900,1.7700,8.3200,1.4100,1.7200,0.9900,1.4400,1.3700,203745.0000,36692.5100,167053.0000,198502.0000,2864.6700,1958.1500,51677.4100,,,,,Zona Segura,Perfil moderado,,,,,1.6639,1.7813,0.0646,4.7804,,,,
Aecsa S.A.S,M – Actividades profesionales y científicas,Grande,2023,1.4300,1.4300,0.0600,30.7000,86.2200,1.1000,3.7400,11.1200,31.2300,22.2200,10.5000,24.4200,178089.3200,114680.0000,63409.3200,190225.3800,19801.6400,41890.1000,31392.6300,,,,,Zona Segura,Alto desempeño,,,,,1.1564,0.8451,1.5807,0.5806,,,,
Ernst & Young S A S,M – Actividades profesionales y científicas,Grande,2023,1.9300,1.9300,0.5000,6.3400,12.1200,-0.6100,5.6800,9.7600,18.6600,12.8200,5.7200,14.3800,148139.6300,70668.6000,77471.0400,255614.3300,14456.5600,32389.0200,58766.7100,,,,,Zona Segura,Alto desempeño,,,,,2.6023,0.7092,1.4693,1.1511,,,,
Summar Temporales S.A.S.,N – Actividades de servicios administrativos,Grande,2023,1.2900,1.2900,0.0500,28.9200,112.4500,2.4500,2.3400,1.8700,7.2700,1.4900,0.3000,1.6300,34628.5600,25722.5500,8906.0100,218751.8300,647.4500,3252.3700,7371.7500,,,,,Zona Segura,Perfil moderado,,,,,1.3965,0.3623,0.6312,0.3635,,,,
Eurofarma Colombia Sas,C – Industria manufacturera,Grande,2023,2.1200,1.1800,0.1100,3.4800,4.5700,0.1000,6.4400,7.1600,9.4000,12.7000,7.3400,14.6900,217724.3400,51985.0900,165739.2500,212373.1800,15582.9000,26969.2200,45806.5000,,,,,Zona Segura,Alto desempeño,,,,,1.3801,0.8806,0.8324,3.3476,,,,
Automotora Norte y Sur Ltda,G – Comercio al por mayor y menor,Grande,2023,1.3700,0.7400,0.4100,39.2000,125.6000,0.4900,3.5500,9.0100,28.8700,4.1200,1.7400,4.4500,45967.0400,31619.4100,14347.6300,238128.5900,4142.6700,9779.6000,11692.2200,,,,,Zona Segura,Perfil moderado,,,,,1.6686,0.4199,1.4297,0.4764,,,,
Soldaduras West Arco S.A.S.,C – Industria manufacturera,Grande,2023,1.4900,1.2200,0.0500,20.6400,41.6200,0.6400,4.6900,7.3200,14.7700,18.9300,4.9800,19.8400,179360.8300,90427.9100,88932.9200,267293.7500,13137.5100,49987.0800,36290.2500,,,,,Zona Segura,Alto desempeño,,,,,1.3273,1.5562,1.8728,1.0326,,,,
Softys Gachancipa S.A,P – Educación,Grande,2023,1.0300,0.6400,0.0000,1.0200,1.6800,0.1500,0.4200,0.7400,1.2200,0.9900,0.9800,7.5800,324922.8200,127837.1700,197085.6500,246446.7600,2412.5900,2447.1500,3174.4300,,,,,Zona Quiebra,Perfil moderado,,,,,0.0641,-1.3735,0.0506,1.6188,,,,
Nueva Generacion De Bebidas S.A.S,C – Industria manufacturera,Grande,2023,3.5200,3.2200,0.0100,0.0000,0.0000,-0.0200,8.0700,11.0300,15.5600,8.3100,6.5500,9.0900,152101.8600,44274.1000,107827.7700,256244.4000,16776.1500,21289.0300,98973.9600,,,,,Zona Segura,Alto desempeño,,,,,4.2686,0.3194,0.9406,2.5572,,,,
Brilladora El Diamante S.A.,G – Comercio al por mayor y menor,Grande,2023,1.6700,1.5300,0.0400,9.4800,20.7800,0.3800,5.0700,9.2100,20.2100,3.9400,2.0900,4.5100,47636.6600,25918.8000,21717.8500,211402.2000,4389.0300,8277.4600,16561.1200,,,,,Zona Segura,Perfil moderado,,,,,2.2806,0.8806,1.1677,0.8798,,,,
Eve Distribuciones S.A.S.,G – Comercio al por mayor y menor,Grande,2023,1.6400,1.3800,0.0200,16.6300,28.4200,10.3400,2.8500,6.0000,10.2500,2.1500,12.7900,3.3100,402603.8000,166978.5000,235625.3100,236551.5000,24145.1500,4060.2900,68648.0700,,,,,Zona Alerta,Perfil moderado,,,,,1.1185,-0.1699,0.0678,1.4817,,,,
Amazon Operation Services Colombia S.A.S,C – Industria manufacturera,Grande,2023,6.1300,6.1300,3.8400,0.0000,0.0000,-3.8600,11.1900,-3.6000,-4.2500,1.3200,-2.4600,10.4300,137973.2000,21138.2000,116835.0100,199228.7500,-4961.7400,2652.0200,108443.2100,,,,,Zona Segura,Alto desempeño,,,,,5.1560,0.0205,0.1292,5.8036,,,,
Inversiones Acreditadas S A S,L – Actividades inmobiliarias,Grande,2023,5.8500,5.8500,4.9300,0.1900,0.2000,-1.8300,17.6600,6.0800,6.5100,25.3400,15.4100,25.3500,429955.7200,28565.0200,401390.6900,181282.8600,26120.5700,42967.9700,78161.0400,,,,,Zona Segura,Alto desempeño,,,,,1.1925,1.0403,0.6716,14.7544,,,,
Petroseismic Services S A,M – Actividades profesionales y científicas,Grande,2023,2.0400,1.1300,0.2700,27.6000,68.1100,1.1800,4.0300,7.1400,17.6200,11.5500,5.8500,13.5000,141825.3700,84366.1000,57459.2700,172956.2700,10123.9900,19980.8200,45006.6400,,,,,Zona Segura,Perfil moderado,,,,,2.0817,0.5380,0.9467,0.7151,,,,
Rampint S.A.S.,F – Construcción,Grande,2023,5.5000,5.5000,0.8400,0.0100,0.0100,-0.4000,12.4500,14.6500,17.9000,10.2700,8.3200,19.5400,144493.6000,26234.7100,118258.8900,259579.9200,21162.5100,26133.5700,107149.1500,,,,,Zona Segura,Alto desempeño,,,,,4.8646,1.6086,1.2154,4.7331,,,,
Flores El Capiro S.A.,A – Agricultura y ganadería,Grande,2023,1.1100,0.9700,0.1300,33.1300,75.1300,1.5400,2.3500,6.0200,13.6400,17.8800,7.0500,22.9500,270601.5800,151274.6000,119326.9700,234271.3100,16277.7100,41301.2000,6668.9300,,,,,Zona Segura,Perfil moderado,,,,,0.1617,0.7424,1.0257,0.8283,,,,
Promotora Clinica Zona Franca De Uraba S.A.S.,K – Actividades financieras y de seguros,Grande,2023,2.3700,2.2400,0.2400,4.6900,6.2700,-0.0400,7.1000,14.7500,19.7200,20.2500,16.1800,28.1700,208993.0000,52594.5100,156398.0000,190599.0000,30833.9200,38602.5500,68043.2100,,,,,Zona Segura,Alto desempeño,,,,,2.1358,0.5936,1.2412,3.1223,,,,
Compania de Alimentos Colombianos Calco S.A.,I – Alojamiento y gastronomía,Grande,2023,0.6700,0.4900,0.2600,15.5600,47.5900,0.0800,1.8700,13.5500,41.4500,9.7200,5.1600,11.5600,75963.7500,51128.1800,24835.5700,199887.1400,10294.5500,19367.8400,-12821.1200,,,,,Zona Alerta,Perfil moderado,,,,,-1.1072,1.0047,1.7133,0.5100,,,,
Ppg Industries Colombia Ltda.,C – Industria manufacturera,Grande,2023,3.1300,2.2900,0.8000,1.4100,1.9000,-0.7100,9.2500,14.9800,20.1900,17.8600,11.4000,19.6900,167812.7600,43294.2000,124518.5600,224557.8300,25140.3700,39397.1400,88120.7100,,,,,Zona Segura,Alto desempeño,,,,,3.4447,1.2709,1.5776,3.0199,,,,
Promisol S.A.S.,B – Explotación de minas y canteras,Grande,2023,1.9000,1.8200,0.2200,56.2800,226.9500,5.8700,1.6500,2.6400,10.6600,24.0800,8.0000,27.0600,346351.5300,260461.2500,85890.2900,116659.4400,9152.7200,27554.9900,54594.1800,,,,,Zona Alerta,Perfil moderado,,,,,1.0340,-0.0120,0.5346,0.3463,,,,
Juanautos El Cerro S.A.S,G – Comercio al por mayor y menor,Grande,2023,1.0800,0.5800,0.0700,24.4000,66.3900,0.9500,2.7300,6.8100,18.5300,6.8200,2.1800,7.0100,75324.2500,47636.2900,27687.9600,235231.4500,5130.0800,16010.6800,3261.9200,,,,,Zona Segura,Perfil moderado,,,,,0.2841,0.9990,1.4284,0.6103,,,,
Compania Iberoamericana de Plasticos S.A.S.,C – Industria manufacturera,Grande,2023,1.4500,0.7300,0.0200,23.7300,40.7900,2.6300,2.6200,1.2700,2.1800,7.7600,2.1300,14.9400,361058.9900,150974.8400,210084.1400,216232.3600,4575.9800,16669.6100,32907.7900,,,,,Zona Segura,Perfil moderado,,,,,0.5979,0.4397,0.3103,1.4611,,,,
